system:index,0_constant,1_B0_median,1_B1_median,1_B2_median,1_B3_median,1_B4_median,2_B0_median,2_B1_median,2_B2_median,2_B3_median,2_B4_median,.geo
81,0,270.0,433.0,429.0,3206.0,10000.0,325.0,477.0,425.0,3070.0,65535.0,"{""type"":""Point"",""coordinates"":[26.64461008910351,49.038635683166376]}"
85,0,138.0,292.0,173.0,3596.0,10000.0,310.0,492.0,363.0,3504.0,65535.0,"{""type"":""Point"",""coordinates"":[36.364324767306336,49.162732200922804]}"
101,0,291.0,424.0,352.0,4675.0,10000.0,317.0,493.0,441.0,3997.0,65535.0,"{""type"":""Point"",""coordinates"":[33.4479735137055,48.38878348686175]}"
103,0,341.0,486.0,465.0,2878.0,10000.0,378.0,607.0,548.0,3182.0,65535.0,"{""type"":""Point"",""coordinates"":[35.0733832404426,47.99281951085625]}"
105,0,201.0,390.0,194.0,3675.0,10000.0,333.0,770.0,436.0,4671.0,65535.0,"{""type"":""Point"",""coordinates"":[34.87452542650774,47.39018794500743]}"
106,0,309.0,505.0,419.0,2461.0,10000.0,336.0,556.0,528.0,2333.0,65535.0,"{""type"":""Point"",""coordinates"":[37.75638075918731,49.20666073614449]}"
119,0,293.0,611.0,495.0,4112.0,10000.0,356.0,725.0,426.0,4569.0,65535.0,"{""type"":""Point"",""coordinates"":[33.833615116427,51.72933838982439]}"
141,0,301.0,474.0,316.0,3996.0,10000.0,256.0,398.0,398.0,3433.0,65535.0,"{""type"":""Point"",""coordinates"":[34.02788499682554,47.193721969254575]}"
143,0,342.0,502.0,544.0,2440.0,10000.0,310.0,493.0,528.0,2516.0,65535.0,"{""type"":""Point"",""coordinates"":[37.074288081864864,49.01010613151442]}"
146,0,307.0,776.0,637.0,4729.0,10000.0,308.0,582.0,303.0,5141.0,65535.0,"{""type"":""Point"",""coordinates"":[32.63475774288097,50.830299323867145]}"
152,0,221.0,368.0,235.0,3204.0,10000.0,347.0,669.0,535.0,3690.0,65535.0,"{""type"":""Point"",""coordinates"":[29.567348222047443,45.98372352169224]}"
158,0,181.0,335.0,217.0,3482.0,10000.0,203.0,373.0,311.0,3029.0,65535.0,"{""type"":""Point"",""coordinates"":[30.458316613652432,46.53788408381395]}"
167,0,504.0,1220.0,1151.0,4438.0,10000.0,474.0,874.0,614.0,4317.0,65535.0,"{""type"":""Point"",""coordinates"":[27.334764848516503,49.08656884426331]}"
169,0,266.0,534.0,320.0,3799.0,10000.0,281.0,623.0,378.0,4445.0,65535.0,"{""type"":""Point"",""coordinates"":[28.891258093630093,50.84501157454406]}"
171,0,221.0,332.0,335.0,2092.0,10000.0,334.0,441.0,477.0,2016.0,65535.0,"{""type"":""Point"",""coordinates"":[37.27811965312109,47.73176938420064]}"
177,0,247.0,548.0,338.0,4283.0,10000.0,258.0,502.0,277.0,4203.0,65535.0,"{""type"":""Point"",""coordinates"":[28.793339071090106,50.306509578570825]}"
181,0,248.0,394.0,318.0,2979.0,10000.0,314.0,510.0,439.0,3111.0,65535.0,"{""type"":""Point"",""coordinates"":[30.274977431063633,49.5974071397204]}"
184,0,489.0,1263.0,1161.0,5314.0,10000.0,397.0,822.0,510.0,5548.0,65535.0,"{""type"":""Point"",""coordinates"":[24.85644527825462,49.06691909890904]}"
185,0,200.0,262.0,208.0,3268.0,10000.0,145.0,290.0,239.0,3004.0,65535.0,"{""type"":""Point"",""coordinates"":[31.00145950491955,46.85049308816494]}"
192,0,491.0,743.0,787.0,2753.0,10000.0,455.0,704.0,812.0,2549.0,65535.0,"{""type"":""Point"",""coordinates"":[29.171004034685932,45.42462833901434]}"
193,0,313.0,536.0,452.0,3155.0,10000.0,261.0,577.0,499.0,2709.0,65535.0,"{""type"":""Point"",""coordinates"":[31.653273923630827,46.91585016846331]}"
209,0,375.0,600.0,421.0,3102.0,10000.0,564.0,764.0,709.0,3773.0,65535.0,"{""type"":""Point"",""coordinates"":[33.713471657675896,44.80614858017893]}"
210,0,400.0,585.0,509.0,2654.0,10000.0,370.0,581.0,469.0,2732.0,65535.0,"{""type"":""Point"",""coordinates"":[31.58566657873202,51.99092782515339]}"
217,0,262.0,376.0,336.0,2902.0,10000.0,294.0,443.0,410.0,3400.0,65535.0,"{""type"":""Point"",""coordinates"":[31.629552665514886,48.028473660024694]}"
222,0,319.0,489.0,453.0,3092.0,10000.0,300.0,509.0,485.0,2868.0,65535.0,"{""type"":""Point"",""coordinates"":[33.07674478894098,47.27287788885148]}"
228,0,254.0,373.0,303.0,3301.0,10000.0,258.0,391.0,281.0,3289.0,65535.0,"{""type"":""Point"",""coordinates"":[32.15386714866072,49.068216698638075]}"
230,0,497.0,728.0,923.0,2557.0,10000.0,440.0,660.0,850.0,2077.0,65535.0,"{""type"":""Point"",""coordinates"":[28.813339949923016,45.47405985226409]}"
232,0,396.0,524.0,438.0,2894.0,10000.0,266.0,424.0,377.0,2621.0,65535.0,"{""type"":""Point"",""coordinates"":[37.61765620742974,49.24523642594744]}"
233,0,148.0,244.0,164.0,3396.0,10000.0,216.0,325.0,241.0,3731.0,65535.0,"{""type"":""Point"",""coordinates"":[32.31598534756109,49.92288199911195]}"
235,0,333.0,899.0,754.0,5225.0,10000.0,347.0,659.0,364.0,5178.0,65535.0,"{""type"":""Point"",""coordinates"":[29.865106247683585,49.68861611066367]}"
237,0,372.0,544.0,679.0,2557.0,10000.0,402.0,549.0,673.0,2277.0,65535.0,"{""type"":""Point"",""coordinates"":[37.99774575225984,47.490878082411655]}"
238,0,270.0,487.0,399.0,3748.0,10000.0,268.0,444.0,457.0,2782.0,65535.0,"{""type"":""Point"",""coordinates"":[31.244622355044005,46.80234409000783]}"
248,0,261.0,345.0,227.0,4675.0,10000.0,210.0,314.0,193.0,4745.0,65535.0,"{""type"":""Point"",""coordinates"":[28.48377064243454,48.15317890744124]}"
249,0,276.0,467.0,442.0,2910.0,10000.0,265.0,469.0,482.0,2718.0,65535.0,"{""type"":""Point"",""coordinates"":[30.35336025322247,47.14674639140351]}"
255,0,333.0,530.0,340.0,3726.0,10000.0,442.0,744.0,603.0,3649.0,65535.0,"{""type"":""Point"",""coordinates"":[33.91921649038379,47.31306465064798]}"
269,0,292.0,460.0,377.0,2659.0,10000.0,302.0,520.0,388.0,2912.0,65535.0,"{""type"":""Point"",""coordinates"":[37.08437364215511,49.13111526056728]}"
270,0,404.0,564.0,544.0,2693.0,10000.0,316.0,515.0,452.0,3050.0,65535.0,"{""type"":""Point"",""coordinates"":[24.54748333546671,50.3529122975266]}"
276,0,1208.0,1455.0,1567.0,3788.0,10000.0,421.0,827.0,483.0,4185.0,65535.0,"{""type"":""Point"",""coordinates"":[28.053529712769432,50.811779147764305]}"
278,0,459.0,741.0,830.0,2670.0,10000.0,2928.0,3090.0,3193.0,5558.0,65535.0,"{""type"":""Point"",""coordinates"":[28.342035131499372,48.529052193383556]}"
289,0,283.0,462.0,380.0,3252.0,10000.0,383.0,584.0,620.0,2968.0,65535.0,"{""type"":""Point"",""coordinates"":[35.75089091806684,47.887279686014594]}"
290,0,336.0,511.0,434.0,2560.0,10000.0,431.0,624.0,753.0,2125.0,65535.0,"{""type"":""Point"",""coordinates"":[34.11351597358202,48.071351938943934]}"
294,0,304.0,487.0,372.0,3572.0,10000.0,286.0,439.0,475.0,2402.0,65535.0,"{""type"":""Point"",""coordinates"":[32.834652575593246,47.118503040142144]}"
297,0,392.0,993.0,889.0,3776.0,10000.0,512.0,906.0,647.0,4027.0,65535.0,"{""type"":""Point"",""coordinates"":[37.7003632004233,48.70884320831288]}"
298,0,304.0,481.0,437.0,3151.0,10000.0,376.0,537.0,555.0,2851.0,65535.0,"{""type"":""Point"",""coordinates"":[37.13252496765159,48.881420260032115]}"
303,0,387.0,728.0,600.0,3931.0,10000.0,715.0,1200.0,1616.0,3388.0,65535.0,"{""type"":""Point"",""coordinates"":[29.386804877894107,45.510357385075494]}"
306,0,399.0,628.0,575.0,3428.0,10000.0,358.0,606.0,632.0,3598.0,65535.0,"{""type"":""Point"",""coordinates"":[34.12225004522262,45.2460771264564]}"
311,0,238.0,356.0,277.0,4661.0,10000.0,270.0,494.0,296.0,5267.0,65535.0,"{""type"":""Point"",""coordinates"":[24.616096847163323,49.33625503760324]}"
316,0,280.0,499.0,301.0,5250.0,10000.0,258.0,413.0,308.0,4381.0,65535.0,"{""type"":""Point"",""coordinates"":[35.49898710959644,48.21722995366897]}"
319,0,356.0,534.0,554.0,4085.0,10000.0,374.0,524.0,546.0,3427.0,65535.0,"{""type"":""Point"",""coordinates"":[34.19860742011744,45.592334238907355]}"
323,0,188.0,332.0,216.0,3238.0,10000.0,303.0,525.0,386.0,3383.0,65535.0,"{""type"":""Point"",""coordinates"":[33.49562998734142,48.86851238427163]}"
324,0,162.0,220.0,266.0,562.0,10000.0,344.0,505.0,611.0,2088.0,65535.0,"{""type"":""Point"",""coordinates"":[35.87760134680404,47.57199341226639]}"
327,0,326.0,485.0,430.0,3548.0,10000.0,283.0,409.0,417.0,3404.0,65535.0,"{""type"":""Point"",""coordinates"":[36.40304897229814,47.23332179372532]}"
336,0,345.0,536.0,530.0,2401.0,10000.0,322.0,487.0,559.0,2135.0,65535.0,"{""type"":""Point"",""coordinates"":[36.43588937322364,47.48354644097283]}"
351,0,205.0,439.0,296.0,3468.0,10000.0,292.0,491.0,378.0,3273.0,65535.0,"{""type"":""Point"",""coordinates"":[39.77760479801364,49.06234040675457]}"
355,0,298.0,441.0,337.0,3556.0,10000.0,339.0,580.0,380.0,4613.0,65535.0,"{""type"":""Point"",""coordinates"":[32.601974390721516,49.08288206298611]}"
357,0,385.0,708.0,580.0,3207.0,10000.0,442.0,823.0,636.0,3407.0,65535.0,"{""type"":""Point"",""coordinates"":[32.9839778156811,48.28793673742257]}"
362,0,235.0,386.0,321.0,2623.0,10000.0,305.0,470.0,462.0,2438.0,65535.0,"{""type"":""Point"",""coordinates"":[37.651044645923385,49.29537711588501]}"
372,0,669.0,1470.0,1413.0,5181.0,10000.0,336.0,689.0,364.0,5287.0,65535.0,"{""type"":""Point"",""coordinates"":[31.74889229519226,49.14557035556844]}"
382,0,389.0,557.0,644.0,2187.0,10000.0,379.0,544.0,560.0,2125.0,65535.0,"{""type"":""Point"",""coordinates"":[36.491824715348685,50.207258931553646]}"
384,0,284.0,480.0,380.0,3862.0,10000.0,361.0,575.0,558.0,3680.0,65535.0,"{""type"":""Point"",""coordinates"":[29.593685141084453,49.45363323622657]}"
394,0,720.0,803.0,652.0,3503.0,10000.0,237.0,388.0,319.0,3326.0,65535.0,"{""type"":""Point"",""coordinates"":[36.69377965991627,49.24426262203702]}"
400,0,614.0,887.0,979.0,2683.0,10000.0,754.0,1040.0,1356.0,2729.0,65535.0,"{""type"":""Point"",""coordinates"":[32.172534467439505,46.782833188666345]}"
402,0,486.0,721.0,793.0,2863.0,10000.0,549.0,829.0,1004.0,2798.0,65535.0,"{""type"":""Point"",""coordinates"":[32.04424211964831,46.305313391759604]}"
403,0,527.0,851.0,906.0,3188.0,10000.0,538.0,907.0,847.0,3253.0,65535.0,"{""type"":""Point"",""coordinates"":[33.73069220565418,45.73554943150398]}"
417,0,222.0,374.0,270.0,3725.0,10000.0,230.0,361.0,272.0,3752.0,65535.0,"{""type"":""Point"",""coordinates"":[30.63601983458271,47.77950394947528]}"
418,0,186.0,334.0,275.0,2930.0,10000.0,225.0,366.0,262.0,3079.0,65535.0,"{""type"":""Point"",""coordinates"":[34.66123619587639,50.29823645985133]}"
432,0,318.0,389.0,485.0,4076.0,10000.0,302.0,431.0,438.0,4392.0,65535.0,"{""type"":""Point"",""coordinates"":[34.58971268670913,46.26584480846905]}"
433,0,386.0,541.0,598.0,2108.0,10000.0,386.0,562.0,607.0,1915.0,65535.0,"{""type"":""Point"",""coordinates"":[38.07669506967085,47.57758075487283]}"
440,0,258.0,439.0,382.0,3013.0,10000.0,497.0,959.0,768.0,3375.0,65535.0,"{""type"":""Point"",""coordinates"":[31.33537852245773,46.65494722360526]}"
443,0,390.0,1061.0,907.0,4764.0,10000.0,472.0,724.0,502.0,4241.0,65535.0,"{""type"":""Point"",""coordinates"":[35.2458635672156,48.66628061304386]}"
450,0,325.0,506.0,418.0,3763.0,10000.0,279.0,457.0,374.0,3804.0,65535.0,"{""type"":""Point"",""coordinates"":[36.152569962119365,49.23314178654629]}"
467,0,269.0,478.0,286.0,3898.0,10000.0,225.0,377.0,306.0,3624.0,65535.0,"{""type"":""Point"",""coordinates"":[26.443287334486552,49.506618382978225]}"
483,0,211.0,261.0,205.0,4029.0,10000.0,246.0,315.0,276.0,4125.0,65535.0,"{""type"":""Point"",""coordinates"":[31.486296040019848,48.40923147639206]}"
487,0,212.0,306.0,252.0,2624.0,10000.0,212.0,316.0,302.0,2630.0,65535.0,"{""type"":""Point"",""coordinates"":[31.693563956111184,50.6254095046515]}"
494,0,367.0,629.0,494.0,3993.0,10000.0,472.0,753.0,749.0,3813.0,65535.0,"{""type"":""Point"",""coordinates"":[36.83415518117304,47.11044064782923]}"
501,0,377.0,584.0,467.0,2994.0,10000.0,317.0,501.0,469.0,3092.0,65535.0,"{""type"":""Point"",""coordinates"":[39.50682693214614,49.41110765086884]}"
504,0,617.0,710.0,1031.0,1812.0,10000.0,610.0,720.0,1003.0,1873.0,65535.0,"{""type"":""Point"",""coordinates"":[32.89366540495055,47.33528203700216]}"
509,0,276.0,521.0,331.0,3821.0,10000.0,267.0,508.0,370.0,3144.0,65535.0,"{""type"":""Point"",""coordinates"":[39.25237325046881,49.49913487670494]}"
512,0,252.0,414.0,328.0,1977.0,10000.0,234.0,392.0,279.0,2577.0,65535.0,"{""type"":""Point"",""coordinates"":[35.96395600448719,50.16005015334791]}"
529,0,274.0,397.0,385.0,2282.0,10000.0,291.0,444.0,345.0,2764.0,65535.0,"{""type"":""Point"",""coordinates"":[28.677991282889312,50.080261642603844]}"
542,0,463.0,741.0,685.0,3768.0,10000.0,477.0,827.0,831.0,3988.0,65535.0,"{""type"":""Point"",""coordinates"":[23.10836912471709,48.07568708792182]}"
545,0,317.0,536.0,384.0,3164.0,10000.0,324.0,540.0,469.0,3198.0,65535.0,"{""type"":""Point"",""coordinates"":[36.48987296524751,48.4620659184101]}"
546,0,457.0,715.0,756.0,3297.0,10000.0,356.0,597.0,545.0,3100.0,65535.0,"{""type"":""Point"",""coordinates"":[26.930882371562138,48.70299289658973]}"
549,0,422.0,737.0,506.0,5075.0,10000.0,412.0,768.0,464.0,4649.0,65535.0,"{""type"":""Point"",""coordinates"":[32.80676808945361,47.37809172078949]}"
560,0,203.0,359.0,335.0,2463.0,10000.0,179.0,408.0,309.0,2655.0,65535.0,"{""type"":""Point"",""coordinates"":[30.49517563742459,46.550204528945336]}"
561,0,363.0,585.0,453.0,3396.0,10000.0,290.0,476.0,441.0,2899.0,65535.0,"{""type"":""Point"",""coordinates"":[35.68431233970841,46.864709535303554]}"
565,0,313.0,485.0,357.0,3524.0,10000.0,267.0,450.0,357.0,3440.0,65535.0,"{""type"":""Point"",""coordinates"":[37.75697438571013,48.30360202676446]}"
570,0,263.0,464.0,395.0,3008.0,10000.0,265.0,454.0,373.0,2904.0,65535.0,"{""type"":""Point"",""coordinates"":[25.539194955503433,48.92486400236158]}"
572,0,320.0,505.0,380.0,2342.0,10000.0,415.0,633.0,684.0,2318.0,65535.0,"{""type"":""Point"",""coordinates"":[34.47248632495785,48.814534858469905]}"
577,0,378.0,741.0,579.0,4175.0,10000.0,371.0,791.0,408.0,4729.0,65535.0,"{""type"":""Point"",""coordinates"":[26.337581996660315,48.831804474634964]}"
587,0,241.0,393.0,321.0,2405.0,10000.0,301.0,509.0,436.0,2519.0,65535.0,"{""type"":""Point"",""coordinates"":[39.86344126568125,49.35491625684232]}"
590,0,272.0,584.0,307.0,4157.0,10000.0,330.0,673.0,474.0,3866.0,65535.0,"{""type"":""Point"",""coordinates"":[29.632693709687572,47.54760233486272]}"
595,0,313.0,510.0,544.0,3352.0,10000.0,321.0,517.0,571.0,3265.0,65535.0,"{""type"":""Point"",""coordinates"":[33.81660112382816,45.64002437493665]}"
599,0,447.0,1012.0,1026.0,3832.0,10000.0,397.0,709.0,571.0,3976.0,65535.0,"{""type"":""Point"",""coordinates"":[31.01057945127065,47.94613688619043]}"
614,0,318.0,435.0,451.0,1977.0,10000.0,307.0,403.0,456.0,2185.0,65535.0,"{""type"":""Point"",""coordinates"":[31.64385192341223,48.369859496099636]}"
616,0,366.0,527.0,553.0,3027.0,10000.0,411.0,623.0,755.0,2842.0,65535.0,"{""type"":""Point"",""coordinates"":[28.806435143935598,45.78702854016076]}"
626,0,225.0,394.0,239.0,4012.0,10000.0,224.0,495.0,401.0,3070.0,65535.0,"{""type"":""Point"",""coordinates"":[29.764256903798604,45.925080490443115]}"
637,0,299.0,491.0,504.0,2421.0,10000.0,259.0,400.0,403.0,2115.0,65535.0,"{""type"":""Point"",""coordinates"":[36.00998812742731,49.27961181169473]}"
638,0,264.0,410.0,364.0,3292.0,10000.0,287.0,430.0,437.0,2329.0,65535.0,"{""type"":""Point"",""coordinates"":[29.181454928716956,45.92936282924452]}"
640,0,308.0,453.0,388.0,3653.0,10000.0,314.0,487.0,404.0,3453.0,65535.0,"{""type"":""Point"",""coordinates"":[29.306310737837478,49.68357167001477]}"
643,0,442.0,1152.0,1029.0,4219.0,10000.0,369.0,723.0,523.0,4281.0,65535.0,"{""type"":""Point"",""coordinates"":[24.244217068892016,50.08431910762424]}"
645,0,430.0,576.0,489.0,3063.0,10000.0,331.0,496.0,471.0,3131.0,65535.0,"{""type"":""Point"",""coordinates"":[37.61110280131561,49.275113568408855]}"
656,0,329.0,519.0,429.0,2861.0,10000.0,329.0,511.0,471.0,2668.0,65535.0,"{""type"":""Point"",""coordinates"":[36.290972907856116,48.556247916112035]}"
657,0,287.0,427.0,400.0,4526.0,10000.0,360.0,774.0,514.0,4977.0,65535.0,"{""type"":""Point"",""coordinates"":[35.04293851419521,46.66354949802118]}"
659,0,201.0,322.0,232.0,3045.0,10000.0,236.0,355.0,278.0,3442.0,65535.0,"{""type"":""Point"",""coordinates"":[28.482304407884616,49.70277996354316]}"
660,0,311.0,415.0,383.0,4432.0,10000.0,353.0,450.0,454.0,4475.0,65535.0,"{""type"":""Point"",""coordinates"":[37.97005093776632,47.11578377730367]}"
661,0,250.0,375.0,261.0,3864.0,10000.0,316.0,442.0,343.0,3109.0,65535.0,"{""type"":""Point"",""coordinates"":[31.576388991619492,51.67541668209023]}"
672,0,287.0,601.0,456.0,3542.0,10000.0,456.0,648.0,579.0,5400.0,65535.0,"{""type"":""Point"",""coordinates"":[22.945212302082552,49.631533898562765]}"
678,0,472.0,639.0,685.0,1961.0,10000.0,335.0,522.0,560.0,1891.0,65535.0,"{""type"":""Point"",""coordinates"":[39.79851715916276,48.52911316946691]}"
679,0,279.0,417.0,391.0,2115.0,10000.0,364.0,547.0,545.0,2360.0,65535.0,"{""type"":""Point"",""coordinates"":[37.39953554704427,49.22661982640221]}"
695,0,182.0,301.0,153.0,4571.0,10000.0,169.0,270.0,185.0,4846.0,65535.0,"{""type"":""Point"",""coordinates"":[33.23837353540489,51.12483991311541]}"
698,0,373.0,690.0,416.0,4279.0,10000.0,392.0,475.0,556.0,1779.0,65535.0,"{""type"":""Point"",""coordinates"":[30.08163380729828,50.78297111650222]}"
705,0,339.0,513.0,537.0,2127.0,10000.0,322.0,516.0,521.0,2184.0,65535.0,"{""type"":""Point"",""coordinates"":[35.901729226819626,49.207423569733656]}"
713,0,315.0,504.0,456.0,2447.0,10000.0,418.0,527.0,631.0,2568.0,65535.0,"{""type"":""Point"",""coordinates"":[34.47344174068211,48.08863267479835]}"
715,0,327.0,509.0,468.0,3389.0,10000.0,304.0,484.0,429.0,2886.0,65535.0,"{""type"":""Point"",""coordinates"":[33.085677595569535,47.37090553023559]}"
716,0,212.0,375.0,239.0,4409.0,10000.0,259.0,399.0,294.0,4166.0,65535.0,"{""type"":""Point"",""coordinates"":[25.445870247064374,50.482367285191884]}"
718,0,295.0,478.0,488.0,2179.0,10000.0,336.0,491.0,505.0,2282.0,65535.0,"{""type"":""Point"",""coordinates"":[30.481527979871736,48.2711717835338]}"
723,0,218.0,373.0,211.0,4304.0,10000.0,217.0,376.0,264.0,3977.0,65535.0,"{""type"":""Point"",""coordinates"":[30.571229425158766,48.00149960934962]}"
726,0,285.0,473.0,322.0,4445.0,10000.0,253.0,408.0,306.0,4104.0,65535.0,"{""type"":""Point"",""coordinates"":[37.31733752046537,48.480162751794865]}"
732,0,365.0,532.0,377.0,3711.0,10000.0,258.0,456.0,305.0,4271.0,65535.0,"{""type"":""Point"",""coordinates"":[31.534678507070144,49.23785786057813]}"
737,0,259.0,434.0,323.0,2794.0,10000.0,252.0,413.0,345.0,3049.0,65535.0,"{""type"":""Point"",""coordinates"":[34.90155107926764,50.10388780353147]}"
739,0,224.0,397.0,264.0,4125.0,10000.0,314.0,696.0,445.0,4229.0,65535.0,"{""type"":""Point"",""coordinates"":[30.08127016132093,46.134915687875434]}"
748,0,301.0,506.0,412.0,3860.0,10000.0,329.0,573.0,443.0,3962.0,65535.0,"{""type"":""Point"",""coordinates"":[24.27023109551984,50.6299247046261]}"
755,0,263.0,372.0,407.0,2661.0,10000.0,389.0,506.0,589.0,2453.0,65535.0,"{""type"":""Point"",""coordinates"":[30.30947723818157,47.18659767042413]}"
757,0,323.0,510.0,529.0,2780.0,10000.0,355.0,507.0,673.0,2540.0,65535.0,"{""type"":""Point"",""coordinates"":[32.64327452609892,46.974384284025724]}"
763,0,338.0,550.0,514.0,3234.0,10000.0,356.0,580.0,498.0,3035.0,65535.0,"{""type"":""Point"",""coordinates"":[27.324816067599116,49.05457243434984]}"
764,0,109.0,66.0,106.0,766.0,10000.0,334.0,484.0,510.0,2384.0,65535.0,"{""type"":""Point"",""coordinates"":[37.39609896172636,47.44718570855429]}"
766,0,368.0,688.0,487.0,4460.0,10000.0,425.0,735.0,548.0,4226.0,65535.0,"{""type"":""Point"",""coordinates"":[33.34734158777394,47.45753934094797]}"
767,0,436.0,512.0,761.0,1431.0,10000.0,500.0,599.0,852.0,1603.0,65535.0,"{""type"":""Point"",""coordinates"":[34.97000764484676,47.674592462270155]}"
770,0,344.0,476.0,527.0,3099.0,10000.0,370.0,521.0,554.0,3551.0,65535.0,"{""type"":""Point"",""coordinates"":[33.98838858825249,45.44003426083368]}"
780,0,644.0,706.0,632.0,3287.0,10000.0,255.0,428.0,320.0,2859.0,65535.0,"{""type"":""Point"",""coordinates"":[36.80593439096698,49.685744132522935]}"
784,0,400.0,941.0,816.0,5445.0,10000.0,379.0,730.0,405.0,5082.0,65535.0,"{""type"":""Point"",""coordinates"":[35.468990641623876,47.60774673970572]}"
799,0,435.0,652.0,887.0,2621.0,10000.0,457.0,699.0,917.0,2588.0,65535.0,"{""type"":""Point"",""coordinates"":[35.8488148036026,45.0334371403209]}"
800,0,385.0,542.0,620.0,2483.0,10000.0,389.0,557.0,593.0,2431.0,65535.0,"{""type"":""Point"",""coordinates"":[30.143265724570327,46.6780016809089]}"
810,0,500.0,1063.0,915.0,4468.0,10000.0,409.0,775.0,546.0,4426.0,65535.0,"{""type"":""Point"",""coordinates"":[27.648886789576242,48.76333715429534]}"
818,0,271.0,421.0,355.0,2965.0,10000.0,329.0,507.0,582.0,2824.0,65535.0,"{""type"":""Point"",""coordinates"":[36.879087491421096,47.298184542088435]}"
823,0,223.0,407.0,192.0,4738.0,10000.0,266.0,472.0,281.0,4746.0,65535.0,"{""type"":""Point"",""coordinates"":[34.04411395759759,51.64623682969204]}"
824,0,336.0,542.0,433.0,3120.0,10000.0,343.0,587.0,494.0,3051.0,65535.0,"{""type"":""Point"",""coordinates"":[32.78794903517257,47.24110092794557]}"
825,0,412.0,703.0,721.0,2602.0,10000.0,423.0,710.0,723.0,2701.0,65535.0,"{""type"":""Point"",""coordinates"":[33.34617420635084,45.393120603046306]}"
827,0,238.0,492.0,209.0,4532.0,10000.0,246.0,419.0,309.0,3529.0,65535.0,"{""type"":""Point"",""coordinates"":[34.693538133072565,49.411715717115754]}"
842,0,274.0,437.0,318.0,3525.0,10000.0,262.0,452.0,352.0,3352.0,65535.0,"{""type"":""Point"",""coordinates"":[37.39101248017612,48.67026819544599]}"
846,0,381.0,639.0,565.0,2943.0,10000.0,428.0,652.0,623.0,3091.0,65535.0,"{""type"":""Point"",""coordinates"":[35.919072500703464,50.045061090050176]}"
848,0,503.0,705.0,841.0,2526.0,10000.0,525.0,766.0,990.0,2346.0,65535.0,"{""type"":""Point"",""coordinates"":[28.710923756584577,45.53353697134904]}"
851,0,418.0,706.0,570.0,2921.0,10000.0,389.0,640.0,622.0,2850.0,65535.0,"{""type"":""Point"",""coordinates"":[29.377368266388807,45.4889691845056]}"
856,0,200.0,333.0,268.0,3131.0,10000.0,281.0,387.0,351.0,3188.0,65535.0,"{""type"":""Point"",""coordinates"":[35.00665693659509,48.750007384671974]}"
857,0,399.0,863.0,744.0,4030.0,10000.0,408.0,826.0,525.0,4258.0,65535.0,"{""type"":""Point"",""coordinates"":[33.726762218895544,46.838684799856026]}"
873,0,313.0,736.0,563.0,4980.0,10000.0,487.0,842.0,464.0,5139.0,65535.0,"{""type"":""Point"",""coordinates"":[37.493359285927596,48.94495232641557]}"
