system:index,0_constant,1_B0_median,1_B1_median,1_B2_median,1_B3_median,1_B4_median,2_B0_median,2_B1_median,2_B2_median,2_B3_median,2_B4_median,.geo
4234,3,361.0,622.0,634.0,2436.0,65535.0,726.0,961.0,1139.0,2719.0,65535.0,"{""type"":""Point"",""coordinates"":[38.50601736908097,48.58610345187271]}"
4243,1,739.0,981.0,1375.0,2181.0,65535.0,711.0,939.0,1307.0,2129.0,65535.0,"{""type"":""Point"",""coordinates"":[33.43401073736805,48.37241385737296]}"
4245,2,644.0,908.0,1398.0,2475.0,65535.0,674.0,940.0,1379.0,2127.0,65535.0,"{""type"":""Point"",""coordinates"":[34.283242292809284,47.20409185450537]}"
4247,3,440.0,988.0,661.0,4130.0,65535.0,493.0,805.0,1024.0,2623.0,65535.0,"{""type"":""Point"",""coordinates"":[25.21309608752793,50.7664653957941]}"
4251,2,622.0,876.0,1316.0,2313.0,65535.0,834.0,1232.0,1647.0,3200.0,65535.0,"{""type"":""Point"",""coordinates"":[35.990267737551584,46.99898396728678]}"
4252,3,415.0,957.0,673.0,4553.0,65535.0,543.0,761.0,1089.0,2200.0,65535.0,"{""type"":""Point"",""coordinates"":[30.737136149162666,49.914977164254736]}"
4260,2,686.0,1016.0,1319.0,3493.0,65535.0,607.0,890.0,1166.0,2408.0,65535.0,"{""type"":""Point"",""coordinates"":[27.877829867712695,49.56834359820158]}"
4267,2,690.0,1038.0,1605.0,2990.0,65535.0,641.0,944.0,1538.0,2682.0,65535.0,"{""type"":""Point"",""coordinates"":[35.295953498083485,49.08002828981703]}"
4273,0,545.0,748.0,1083.0,1921.0,65535.0,674.0,885.0,1275.0,1814.0,65535.0,"{""type"":""Point"",""coordinates"":[31.199950478035746,46.9326966028959]}"
4277,3,428.0,743.0,950.0,3668.0,65535.0,613.0,825.0,1124.0,2298.0,65535.0,"{""type"":""Point"",""coordinates"":[29.995142242591783,48.32014751324285]}"
4283,3,443.0,640.0,900.0,2159.0,65535.0,1202.0,1620.0,2311.0,3640.0,65535.0,"{""type"":""Point"",""coordinates"":[30.789763810038487,46.890197933263416]}"
4286,0,432.0,681.0,955.0,2159.0,65535.0,479.0,754.0,1240.0,2155.0,65535.0,"{""type"":""Point"",""coordinates"":[38.337062220157634,48.53238088921072]}"
4299,2,479.0,676.0,1025.0,2104.0,65535.0,988.0,1205.0,1597.0,2499.0,65535.0,"{""type"":""Point"",""coordinates"":[33.96536285496571,49.34980666899404]}"
4300,2,717.0,948.0,1317.0,2070.0,65535.0,504.0,639.0,905.0,1507.0,65535.0,"{""type"":""Point"",""coordinates"":[32.126798348004165,46.29306409951568]}"
4307,2,665.0,957.0,1408.0,3321.0,65535.0,935.0,1243.0,1741.0,3251.0,65535.0,"{""type"":""Point"",""coordinates"":[35.117441914763326,47.302128998875766]}"
4312,0,537.0,911.0,996.0,3074.0,65535.0,563.0,859.0,1332.0,2754.0,65535.0,"{""type"":""Point"",""coordinates"":[35.600640583849895,48.940386163631715]}"
4327,3,561.0,800.0,1205.0,2259.0,65535.0,854.0,1210.0,1713.0,2921.0,65535.0,"{""type"":""Point"",""coordinates"":[36.94852602239525,47.9628692837444]}"
4334,2,782.0,1198.0,1815.0,2579.0,65535.0,1003.0,1412.0,2148.0,3105.0,65535.0,"{""type"":""Point"",""coordinates"":[36.78988624786328,47.183909320484624]}"
4335,0,546.0,763.0,1054.0,2611.0,65535.0,526.0,748.0,1117.0,2255.0,65535.0,"{""type"":""Point"",""coordinates"":[33.16120871674927,48.63949163946585]}"
4339,1,903.0,1257.0,1732.0,2892.0,65535.0,930.0,1250.0,1701.0,2703.0,65535.0,"{""type"":""Point"",""coordinates"":[29.061854019137144,46.27757679710753]}"
4353,0,240.0,429.0,263.0,4586.0,65535.0,384.0,772.0,926.0,3015.0,65535.0,"{""type"":""Point"",""coordinates"":[23.603153618039073,49.65313530956844]}"
4380,1,672.0,914.0,1343.0,2001.0,65535.0,743.0,984.0,1416.0,1896.0,65535.0,"{""type"":""Point"",""coordinates"":[34.34658852475243,45.401545310662776]}"
4382,0,362.0,514.0,630.0,1553.0,65535.0,441.0,577.0,782.0,1373.0,65535.0,"{""type"":""Point"",""coordinates"":[29.052765826702945,45.78059247189616]}"
4400,2,600.0,890.0,1281.0,2259.0,65535.0,1190.0,1738.0,2519.0,3814.0,65535.0,"{""type"":""Point"",""coordinates"":[33.328085346988914,47.97516663295654]}"
4406,3,554.0,785.0,1225.0,2191.0,65535.0,664.0,953.0,1448.0,2390.0,65535.0,"{""type"":""Point"",""coordinates"":[32.72426987152386,46.77491715289617]}"
4412,0,416.0,672.0,667.0,4243.0,65535.0,451.0,722.0,739.0,3797.0,65535.0,"{""type"":""Point"",""coordinates"":[35.2452788782471,49.07036519313051]}"
4425,2,605.0,891.0,1264.0,2563.0,65535.0,714.0,978.0,1443.0,2179.0,65535.0,"{""type"":""Point"",""coordinates"":[29.60116345174381,46.30472042262444]}"
4430,3,372.0,612.0,760.0,2157.0,65535.0,694.0,999.0,1550.0,2731.0,65535.0,"{""type"":""Point"",""coordinates"":[39.605250395732796,49.63795048407447]}"
4447,3,595.0,834.0,1165.0,1922.0,65535.0,865.0,1282.0,1743.0,3199.0,65535.0,"{""type"":""Point"",""coordinates"":[34.09119045758724,46.16390473019971]}"
4451,2,662.0,948.0,1496.0,2787.0,65535.0,635.0,881.0,1335.0,2305.0,65535.0,"{""type"":""Point"",""coordinates"":[33.157774073510794,48.410046416408576]}"
4462,2,671.0,1084.0,1493.0,3389.0,65535.0,1025.0,1512.0,1887.0,3391.0,65535.0,"{""type"":""Point"",""coordinates"":[24.26199485817763,49.21930556155282]}"
4463,0,339.0,623.0,580.0,2714.0,65535.0,490.0,799.0,1206.0,2310.0,65535.0,"{""type"":""Point"",""coordinates"":[35.57591092244245,49.60519386475556]}"
4465,0,494.0,735.0,1105.0,2772.0,65535.0,514.0,631.0,866.0,1584.0,65535.0,"{""type"":""Point"",""coordinates"":[32.064369085318965,47.24815045271032]}"
4470,3,564.0,869.0,923.0,2631.0,65535.0,813.0,1144.0,1562.0,3010.0,65535.0,"{""type"":""Point"",""coordinates"":[33.12731207606735,46.45089938440932]}"
4472,3,556.0,887.0,1357.0,2857.0,65535.0,886.0,1328.0,1947.0,3463.0,65535.0,"{""type"":""Point"",""coordinates"":[28.463391910633558,48.49462973064863]}"
4474,1,523.0,783.0,1081.0,2117.0,65535.0,1045.0,1548.0,2087.0,2986.0,65535.0,"{""type"":""Point"",""coordinates"":[34.59529965390547,46.772662594373244]}"
4477,1,527.0,907.0,966.0,3428.0,65535.0,469.0,784.0,755.0,3164.0,65535.0,"{""type"":""Point"",""coordinates"":[26.37247474116622,51.46706054566888]}"
4479,0,539.0,863.0,1112.0,2642.0,65535.0,628.0,802.0,1097.0,2077.0,65535.0,"{""type"":""Point"",""coordinates"":[30.124958292989703,48.32632002859462]}"
4482,2,590.0,901.0,1353.0,2551.0,65535.0,927.0,1331.0,1995.0,3175.0,65535.0,"{""type"":""Point"",""coordinates"":[38.044919282011314,47.90493684620598]}"
4494,1,653.0,930.0,1370.0,2582.0,65535.0,1038.0,1471.0,2160.0,3360.0,65535.0,"{""type"":""Point"",""coordinates"":[34.73884758469733,46.274892335494776]}"
4497,2,464.0,757.0,946.0,2818.0,65535.0,555.0,819.0,1169.0,2753.0,65535.0,"{""type"":""Point"",""coordinates"":[28.843099920453106,48.46636559392511]}"
4507,0,311.0,598.0,375.0,4281.0,65535.0,444.0,679.0,685.0,3870.0,65535.0,"{""type"":""Point"",""coordinates"":[26.03437795681845,49.19610181758188]}"
4511,0,522.0,720.0,1114.0,1913.0,65535.0,662.0,795.0,1048.0,1664.0,65535.0,"{""type"":""Point"",""coordinates"":[30.128753861325475,47.36890071376905]}"
4515,2,1228.0,1709.0,2461.0,3829.0,65535.0,712.0,967.0,1358.0,2291.0,65535.0,"{""type"":""Point"",""coordinates"":[30.259166312938635,46.482951334670666]}"
4522,3,422.0,640.0,1067.0,2161.0,65535.0,866.0,1222.0,1746.0,2650.0,65535.0,"{""type"":""Point"",""coordinates"":[35.670684939315194,46.94945540535119]}"
4542,1,599.0,816.0,1128.0,1964.0,65535.0,1034.0,1431.0,1911.0,3129.0,65535.0,"{""type"":""Point"",""coordinates"":[33.36634590575793,46.16344298760134]}"
4547,0,635.0,849.0,1185.0,2370.0,65535.0,688.0,878.0,1273.0,2180.0,65535.0,"{""type"":""Point"",""coordinates"":[29.343161740831246,46.10317602533034]}"
